Name;Year;Publisher;Genre;women_percentage;men_percentage;Platform;Console_Name;Manufacturer;Release_Year;Sales;Type;NA_Sales;EU_Sales;JP_Sales;Other_Sales
Fallout: New Vegas;2010;Bethesda Softworks;Role-Playing;0,26;0,74;X360;Xbox 360;Microsoft;2005;84;Home;2,65;1,06;0,04;0,33
Assassin's Creed III;2012;Ubisoft;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;2,64;2,56;0,16;1,14
Halo 5: Guardians;2015;Microsoft Game Studios;Shooter;0,055;0,945;XOne;Xbox One;Microsoft;2013;46,9;Home;2,64;1,2;0,03;0,39
Metal Gear Solid 4: Guns of the Patriots;2008;Konami Digital Entertainment;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;2,63;1,74;0,83;0,83
Dr. Mario;1990;Nintendo;Puzzle;0,42;0,58;NES;Nintendo Entertainment System;Nintendo;1983;61,91;Home;2,62;0,6;1,52;0,1
Mario Kart: Super Circuit;2001;Nintendo;Racing;0,06;0,94;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;2,62;1,64;0,99;0,23
NBA 2K13;2012;Take-Two Interactive;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;2,6;0,21;0,01;0,19
The Legend of Zelda: The Wind Waker;2002;Nintendo;Action;0,18;0,82;GC;GameCube;Nintendo;2001;21,74;Home;2,6;0,99;0,89;0,13
Super Smash Bros. for Wii U and 3DS;2014;Nintendo;Fighting;0,134;0,866;WiiU;Wii U;Nintendo;2012;13,56;Home;2,59;1,06;0,8;0,57
Mario & Sonic at the Olympic Games;2007;Sega;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;2,58;3,9;0,66;0,91
Crash Team Racing;1999;Sony Computer Entertainment;Racing;0,06;0,94;PS;PlayStation;Sony;1994;102,49;Home;2,57;1,57;0,44;0,21
World of Warcraft: The Burning Crusade;2007;Activision;Role-Playing;0,26;0,74;PC;Personal Computer;Computer;1975;999,99;Home;2,57;1,52;0;0
Missile Command;1980;Atari;Shooter;0,055;0,945;2600;Atari 2600;Atari;1977;30;Home;2,56;0,17;0;0,03
StarCraft II: Wings of Liberty;2010;Activision;Strategy;0,09;0,91;PC;Personal Computer;Computer;1975;999,99;Home;2,56;1,68;0;0,59
Animal Crossing: Wild World;2005;Nintendo;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;2,55;3,52;5,33;0,88
Nintendo Land;2012;Nintendo;Misc;0,38;0,62;WiiU;Wii U;Nintendo;2012;13,56;Home;2,55;1,11;0,46;0,33
The Elder Scrolls V: Skyrim;2011;Bethesda Softworks;Role-Playing;0,26;0,74;PS3;PlayStation 3;Sony;2006;87,4;Home;2,55;2,71;0,25;1,05
Assassin's Creed II;2009;Ubisoft;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;2,54;1,95;0,21;0,87
Madden NFL 13;2012;Electronic Arts;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;2,53;0,16;0;0,17
SOCOM: U.S. Navy SEALs;2002;Sony Computer Entertainment;Shooter;0,055;0,945;PS2;PlayStation 2;Sony;2000;155;Home;2,53;0,81;0,06;0,24
Madden NFL 10;2009;Electronic Arts;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;2,52;0,09;0;0,22
Fable II;2008;Microsoft Game Studios;Role-Playing;0,26;0,74;X360;Xbox 360;Microsoft;2005;84;Home;2,51;1,27;0,11;0,41
Madden NFL 2002;2001;Electronic Arts;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;2,5;0,16;0,01;0,42
Destiny;2014;Activision;Shooter;0,055;0,945;PS4;PlayStation 4;Sony;2013;108,9;Home;2,49;2,05;0,16;0,96
Super Mario Land 3: Wario Land;1994;Nintendo;Platform;0,25;0,75;GB;Game Boy;Nintendo;1989;118,69;Handheld;2,49;0,98;1,57;0,15
NBA 2K16;2015;Take-Two Interactive;Sports;0,02;0,98;PS4;PlayStation 4;Sony;2013;108,9;Home;2,48;0,65;0,03;0,69
Fallout 4;2015;Bethesda Softworks;Role-Playing;0,26;0,74;PS4;PlayStation 4;Sony;2013;108,9;Home;2,47;3,15;0,24;1,1
Street Fighter II: The World Warrior;1992;Capcom;Fighting;0,134;0,866;SNES;Super Nintendo Entertainment System;Nintendo;1990;49,1;Home;2,47;0,83;2,87;0,12
WWF War Zone;1998;Acclaim Entertainment;Fighting;0,134;0,866;PS;PlayStation;Sony;1994;102,49;Home;2,47;0,76;0;0,13
Daxter;2006;Sony Computer Entertainment;Platform;0,25;0,75;PSP;PlayStation Portable;Sony;2004;80;Handheld;2,45;1,02;0;0,75
Fallout 4;2015;Bethesda Softworks;Role-Playing;0,26;0,74;XOne;Xbox One;Microsoft;2013;46,9;Home;2,45;1,26;0,01;0,37
Metal Gear Solid 2: Sons of Liberty;2001;Konami Digital Entertainment;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;2,45;2,01;0,87;0,72
Diablo III;2012;Activision;Role-Playing;0,26;0,74;PC;Personal Computer;Computer;1975;999,99;Home;2,43;2,15;0;0,62
Madden NFL 12;2011;Electronic Arts;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;2,42;0,11;0;0,16
The Legend of Zelda: A Link to the Past;1991;Nintendo;Action;0,18;0,82;SNES;Super Nintendo Entertainment System;Nintendo;1990;49,1;Home;2,42;0,91;1,15;0,13
The Last of Us;2013;Sony Computer Entertainment Europe;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;2,41;2,28;0,28;1,01
LEGO Indiana Jones: The Original Adventures;2008;Activision;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;2,4;1,03;0;0,36
Borderlands;2009;Take-Two Interactive;Shooter;0,055;0,945;X360;Xbox 360;Microsoft;2005;84;Home;2,39;0,73;0,03;0,29
Gears of War: Ultimate Edition;2015;Microsoft Game Studios;Shooter;0,055;0,945;XOne;Xbox One;Microsoft;2013;46,9;Home;2,38;0,32;0;0,31
Luigi's Mansion;2001;Nintendo;Action;0,18;0,82;GC;GameCube;Nintendo;2001;21,74;Home;2,38;0,67;0,46;0,1
Madden NFL 11;2010;Electronic Arts;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;2,38;0,12;0;0,18
Driver 2;2000;Atari;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;2,36;2,1;0,02;0,25
Forza Motorsport 2;2007;Microsoft Game Studios;Racing;0,06;0,94;X360;Xbox 360;Microsoft;2005;84;Home;2,35;1,28;0,03;0,41
Guitar Hero: World Tour;2008;Activision;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;2,33;0,97;0;0,35
Madden NFL 16;2015;Electronic Arts;Sports;0,02;0,98;PS4;PlayStation 4;Sony;2013;108,9;Home;2,33;0,3;0;0,59
God of War II;2007;Sony Computer Entertainment;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;2,32;0,04;0,04;1,67
New Super Mario Bros. U;2012;Nintendo;Platform;0,25;0,75;WiiU;Wii U;Nintendo;2012;13,56;Home;2,32;1,3;1,27;0,31
NBA 2K12;2011;Take-Two Interactive;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;2,31;0,14;0,01;0,16
Star Wars Episode I Racer;1999;Nintendo;Racing;0,06;0,94;N64;Nintendo 64;Nintendo;1996;32,93;Home;2,31;0,62;0,14;0,04
Uncharted: Drake's Fortune;2007;Sony Computer Entertainment;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;2,31;1,73;0,12;0,78
Theme Hospital;1997;Electronic Arts;Strategy;0,09;0,91;PC;Personal Computer;Computer;1975;999,99;Home;2,3;0,1;0;0
Tomb Raider II;1997;Eidos Interactive;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;2,3;2,46;0,2;0,28
Marvel: Ultimate Alliance;2006;Activision;Role-Playing;0,26;0,74;X360;Xbox 360;Microsoft;2005;84;Home;2,29;0,02;0;0,19
Tomb Raider;1996;Eidos Interactive;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;2,29;1,97;0,13;0,24
Tony Hawk's Underground;2003;Activision;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;2,29;1,17;0,01;0,42
Final Fantasy VIII;1999;SquareSoft;Role-Playing;0,26;0,74;PS;PlayStation;Sony;1994;102,49;Home;2,28;1,72;3,63;0,23
Half-Life 2;2004;Vivendi Games;Shooter;0,055;0,945;PC;Personal Computer;Computer;1975;999,99;Home;2,28;0,02;0,08;0
Namco Museum Vol.3;1996;Sony Computer Entertainment;Misc;0,38;0,62;PS;PlayStation;Sony;1994;102,49;Home;2,28;1,55;0,16;0,06
Assassin's Creed: Unity;2014;Ubisoft;Action;0,18;0,82;XOne;Xbox One;Microsoft;2013;46,9;Home;2,26;0,89;0;0,3
Killer Instinct;1995;Nintendo;Fighting;0,134;0,866;SNES;Super Nintendo Entertainment System;Nintendo;1990;49,1;Home;2,26;0,72;0,12;0,1
Mario & Luigi: Bowser's Inside Story;2009;Nintendo;Role-Playing;0,26;0,74;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;2,26;0,48;0,81;0,27
Tekken 2;1996;Sony Computer Entertainment;Fighting;0,134;0,866;PS;PlayStation;Sony;1994;102,49;Home;2,26;1,89;1,36;0,23
Assassin's Creed: Revelations;2011;Ubisoft;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;2,25;1,47;0,04;0,43
Batman: Arkham Asylum;2009;Eidos Interactive;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;2,23;1,34;0,07;0,61
Pokemon Snap;1999;Nintendo;Simulation;0,69;0,31;N64;Nintendo 64;Nintendo;1996;32,93;Home;2,23;0,68;0,66;0,06
SOCOM II: U.S. Navy SEALs;2003;Sony Computer Entertainment;Shooter;0,055;0,945;PS2;PlayStation 2;Sony;2000;155;Home;2,22;0,51;0,06;0,15
Madden NFL 09;2008;Electronic Arts;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;2,21;0,12;0;0,2
The Legend of Zelda: Link's Awakening;1992;Nintendo;Action;0,18;0,82;GB;Game Boy;Nintendo;1989;118,69;Handheld;2,21;0,96;0,54;0,13
Batman: Arkham Asylum;2009;Eidos Interactive;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;2,2;0,97;0,02;0,31
Kingdom Hearts II;2005;Square Enix;Role-Playing;0,26;0,74;PS2;PlayStation 2;Sony;2000;155;Home;2,2;0,58;1,38;0,17
NBA Street;2001;Electronic Arts;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;2,19;0,22;0;0,38
Zelda II: The Adventure of Link;1987;Nintendo;Adventure;0,36;0,64;NES;Nintendo Entertainment System;Nintendo;1983;61,91;Home;2,19;0,5;1,61;0,08
Dr. Mario;1989;Nintendo;Puzzle;0,42;0,58;GB;Game Boy;Nintendo;1989;118,69;Handheld;2,18;0,96;2;0,2
Madden NFL 08;2007;Electronic Arts;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;2,18;0,01;0;0,18
Star Wars: Battlefront II;2005;LucasArts;Shooter;0,055;0,945;PS2;PlayStation 2;Sony;2000;155;Home;2,18;1,02;0,03;0,37
Dragon Ball Z: Budokai;2002;Atari;Fighting;0,134;0,866;PS2;PlayStation 2;Sony;2000;155;Home;2,17;0,28;0,55;0,08
Dance Central;2010;MTV Games;Misc;0,38;0,62;X360;Xbox 360;Microsoft;2005;84;Home;2,15;0,77;0,01;0,26
ESPN NFL 2K5;2004;Sega;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;2,15;0,12;0;0,36
Fallout 3;2008;Bethesda Softworks;Role-Playing;0,26;0,74;PS3;PlayStation 3;Sony;2006;87,4;Home;2,15;1,2;0,07;0,59
Battlefield 4;2013;Electronic Arts;Shooter;0,055;0,945;X360;Xbox 360;Microsoft;2005;84;Home;2,14;1,08;0,02;0,29
Madden NFL 08;2007;Electronic Arts;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;2,14;0,08;0;0,35
Need for Speed III: Hot Pursuit;1998;Electronic Arts;Racing;0,06;0,94;PS;PlayStation;Sony;1994;102,49;Home;2,14;0,86;0;0,13
Spyro 2: Ripto's Rage!;1999;Sony Computer Entertainment;Platform;0,25;0,75;PS;PlayStation;Sony;1994;102,49;Home;2,14;1,21;0,01;0,17
The Legend of Zelda: Skyward Sword;2011;Nintendo;Action;0,18;0,82;Wii;Wii;Nintendo;2006;101,63;Home;2,14;1,2;0,37;0,4
Carnival Games;2007;Take-Two Interactive;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;2,13;1,5;0,05;0,42
Destiny;2014;Activision;Shooter;0,055;0,945;XOne;Xbox One;Microsoft;2013;46,9;Home;2,13;0,92;0;0,23
Tony Hawk's Pro Skater 4;2002;Activision;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;2,13;1,18;0,01;0,35
Namco Museum Vol.1;1995;Sony Computer Entertainment;Misc;0,38;0,62;PS;PlayStation;Sony;1994;102,49;Home;2,12;1,44;0,22;0,06
Sports Champions;2010;Sony Computer Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;2,12;1,14;0,1;0,51
Twisted Metal 2;1996;Sony Computer Entertainment;Racing;0,06;0,94;PS;PlayStation;Sony;1994;102,49;Home;2,12;0,25;0;0,07
Guitar Hero: On Tour;2008;Activision;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;2,11;1,01;0,01;0,35
Madden NFL 13;2012;Electronic Arts;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;2,11;0,23;0;0,22
Resident Evil 5;2009;Capcom;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;2,11;0,94;0,12;0,34
Super Mario 3D World;2013;Nintendo;Platform;0,25;0,75;WiiU;Wii U;Nintendo;2012;13,56;Home;2,11;1,11;0,72;0,3
Donkey Kong Country 2: Diddy's Kong Quest;1995;Nintendo;Platform;0,25;0,75;SNES;Super Nintendo Entertainment System;Nintendo;1990;49,1;Home;2,1;0,74;2,2;0,11
EA Sports Active;2009;Electronic Arts;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;2,1;1,36;0,06;0,4
NBA 2K14;2013;Take-Two Interactive;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;2,1;0,2;0;0,17
Tetris Plus;1996;JVC;Puzzle;0,42;0,58;PS;PlayStation;Sony;1994;102,49;Home;2,1;0,24;0;0,07
Battlefield: Bad Company 2;2010;Electronic Arts;Shooter;0,055;0,945;X360;Xbox 360;Microsoft;2005;84;Home;2,09;1,02;0,04;0,32
The Elder Scrolls III: Morrowind;2002;Ubisoft;Role-Playing;0,26;0,74;XB;Xbox;Microsoft;2001;24;Home;2,09;0,63;0,03;0,11
Forza Motorsport 4;2011;Microsoft Game Studios;Racing;0,06;0,94;X360;Xbox 360;Microsoft;2005;84;Home;2,08;2,04;0,06;0,47
Jak and Daxter: The Precursor Legacy;2001;Sony Computer Entertainment;Platform;0,25;0,75;PS2;PlayStation 2;Sony;2000;155;Home;2,08;1,09;0,15;0,33
Namco Museum: 50th Anniversary;2005;Namco Bandai Games;Misc;0,38;0,62;PS2;PlayStation 2;Sony;2000;155;Home;2,08;1,35;0;0,54
Resident Evil 4;2005;Capcom;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;2,08;0,83;0,46;0,25
ATV Offroad Fury;2001;Sony Computer Entertainment;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;2,07;0,26;0;0,08
Crash Bandicoot: The Wrath of Cortex;2001;Universal Interactive;Platform;0,25;0,75;PS2;PlayStation 2;Sony;2000;155;Home;2,07;2,29;0,24;0,82
Madden NFL 16;2015;Electronic Arts;Sports;0,02;0,98;XOne;Xbox One;Microsoft;2013;46,9;Home;2,07;0,08;0;0,26
Pac-Man Collection;2001;Atari;Puzzle;0,42;0,58;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;2,07;0,77;0,05;0,05
Ace Combat 04: Shattered Skies;2001;Sony Computer Entertainment Europe;Simulation;0,69;0,31;PS2;PlayStation 2;Sony;2000;155;Home;2,06;0,56;0,38;0,17
Epic Mickey;2010;Disney Interactive Studios;Platform;0,25;0,75;Wii;Wii;Nintendo;2006;101,63;Home;2,06;0,64;0,12;0,22
Frogger;1981;Parker Bros.;Action;0,18;0,82;2600;Atari 2600;Atari;1977;30;Home;2,06;0,12;0;0,02
Doom II: Hell on Earth;1994;Virgin Interactive;Shooter;0,055;0,945;PC;Personal Computer;Computer;1975;999,99;Home;2,05;1,4;0;0,16
Resident Evil;1996;Virgin Interactive;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;2,05;1,16;1,11;0,73
Excitebike;1984;Nintendo;Racing;0,06;0,94;NES;Nintendo Entertainment System;Nintendo;1983;61,91;Home;2,04;0,48;1,57;0,07
Madden NFL 11;2010;Electronic Arts;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;2,04;0,15;0;0,19
Sim Theme Park;1998;Electronic Arts;Strategy;0,09;0,91;PC;Personal Computer;Computer;1975;999,99;Home;2,04;0,04;0;0
LEGO Batman: The Videogame;2008;Warner Bros. Interactive Entertainment;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;2,03;1,03;0;0,32
Madden NFL 10;2009;Electronic Arts;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;2,03;0,13;0;0,21
Mike Tyson's Punch-Out!!;1987;Nintendo;Fighting;0,134;0,866;NES;Nintendo Entertainment System;Nintendo;1983;61,91;Home;2,03;0,47;0,45;0,07
NBA Live 2005;2004;Electronic Arts;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;2,03;0,21;0;0,35
Need for Speed: Most Wanted;2005;Electronic Arts;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;2,03;1,79;0,08;0,47
Syphon Filter;1999;Sony Computer Entertainment;Shooter;0,055;0,945;PS;PlayStation;Sony;1994;102,49;Home;2,03;0,72;0,02;0,11
The Legend of Zelda: Ocarina of Time;2011;Nintendo;Action;0,18;0,82;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;2,03;1,27;0,62;0,3
The Sims: Unleashed;2002;Electronic Arts;Simulation;0,69;0,31;PC;Personal Computer;Computer;1975;999,99;Home;2,03;1,56;0;0,17
Street Fighter IV;2009;Capcom;Fighting;0,134;0,866;PS3;PlayStation 3;Sony;2006;87,4;Home;2,02;1,06;0,58;0,53
The Simpsons: Road Rage;2001;Electronic Arts;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;2,02;1,17;0;0,42
Animal Crossing: New Leaf;2012;Nintendo;Simulation;0,69;0,31;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;2,01;2,32;4,36;0,41
Guitar Hero II;2007;Activision;Misc;0,38;0,62;X360;Xbox 360;Microsoft;2005;84;Home;2,01;0,02;0;0,17
WWF SmackDown!;2000;THQ;Fighting;0,134;0,866;PS;PlayStation;Sony;1994;102,49;Home;2,01;1,35;0,06;0,16
Midnight Club: Street Racing;2000;Take-Two Interactive;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;2;0,47;0,02;0,14
Star Wars: Shadows of the Empire;1996;Nintendo;Action;0,18;0,82;N64;Nintendo 64;Nintendo;1996;32,93;Home;2;0,5;0,12;0,03
Demon Attack;1981;Imagic;Shooter;0,055;0,945;2600;Atari 2600;Atari;1977;30;Home;1,99;0,12;0;0,02
Fable;2004;Microsoft Game Studios;Role-Playing;0,26;0,74;XB;Xbox;Microsoft;2001;24;Home;1,99;0,58;0;0,09
Mass Effect 2;2010;Electronic Arts;Role-Playing;0,26;0,74;X360;Xbox 360;Microsoft;2005;84;Home;1,99;0,82;0,03;0,27
Max Payne;2001;Take-Two Interactive;Shooter;0,055;0,945;PS2;PlayStation 2;Sony;2000;155;Home;1,99;1,05;0,05;0,22
Just Dance 2014;2013;Ubisoft;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;1,98;1,47;0;0,32
LEGO Star Wars: The Video Game;2005;Eidos Interactive;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;1,98;1,14;0,01;0,41
Medal of Honor: Rising Sun;2003;Electronic Arts;Shooter;0,055;0,945;PS2;PlayStation 2;Sony;2000;155;Home;1,98;2,23;0,13;0,8
Mortal Kombat;2011;Warner Bros. Interactive Entertainment;Fighting;0,134;0,866;PS3;PlayStation 3;Sony;2006;87,4;Home;1,98;0,55;0;0,32
Mortal Kombat Trilogy;1996;GT Interactive;Fighting;0,134;0,866;PS;PlayStation;Sony;1994;102,49;Home;1,98;0,7;0;0,11
Super Paper Mario;2007;Nintendo;Platform;0,25;0,75;Wii;Wii;Nintendo;2006;101,63;Home;1,98;0,88;0,59;0,32
Wave Race 64;1996;Nintendo;Racing;0,06;0,94;N64;Nintendo 64;Nintendo;1996;32,93;Home;1,98;0,58;0,34;0,04
Donkey Kong Land;1994;Nintendo;Platform;0,25;0,75;GB;Game Boy;Nintendo;1989;118,69;Handheld;1,97;0,76;1,07;0,11
Madden NFL 25;2013;Electronic Arts;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;1,97;0,07;0;0,13
Minecraft;2014;Sony Computer Entertainment;Misc;0,38;0,62;PS3;PlayStation 3;Sony;2006;87,4;Home;1,97;2,51;0;0,94
Wipeout: The Game;2009;Mindscape;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;1,97;0;0;0,12
A Bug's Life;1998;Sony Computer Entertainment;Platform;0,25;0,75;PS;PlayStation;Sony;1994;102,49;Home;1,96;0,72;0;0,11
Metroid Prime;2002;Nintendo;Shooter;0,055;0,945;GC;GameCube;Nintendo;2001;21,74;Home;1,96;0,67;0,1;0,09
Resident Evil 5;2009;Capcom;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;1,96;1,43;1,08;0,65
Rugrats in Paris: The Movie;2000;THQ;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;1,96;1,33;0;0,23
Uncharted: The Nathan Drake Collection;2015;Sony Computer Entertainment;Action;0,18;0,82;PS4;PlayStation 4;Sony;2013;108,9;Home;1,96;1,69;0,08;0,74
Mortal Kombat;1992;Arena Entertainment;Fighting;0,134;0,866;GEN;Sega Genesis;Sega;1988;35;Home;1,95;0,63;0;0,09
Mass Effect 3;2012;Electronic Arts;Role-Playing;0,26;0,74;X360;Xbox 360;Microsoft;2005;84;Home;1,94;0,86;0,03;0,24
Saints Row 2;2008;THQ;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;1,94;0,8;0,02;0,27
Star Wars Battlefront (2015);2015;Electronic Arts;Shooter;0,055;0,945;XOne;Xbox One;Microsoft;2013;46,9;Home;1,94;1,22;0,02;0,31
The Lord of the Rings: The Two Towers;2002;Electronic Arts;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;1,94;1,95;0,08;0,7
WCW/nWo Revenge;1998;THQ;Fighting;0,134;0,866;N64;Nintendo 64;Nintendo;1996;32,93;Home;1,94;0,39;0,03;0,02
Who wants to be a millionaire;1999;Disney Interactive Studios;Misc;0,38;0,62;PC;Personal Computer;Computer;1975;999,99;Home;1,94;0;0;0
Madden NFL 12;2011;Electronic Arts;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;1,93;0,15;0;0,17
NBA 2K16;2015;Take-Two Interactive;Sports;0,02;0,98;XOne;Xbox One;Microsoft;2013;46,9;Home;1,93;0,14;0;0,24
Spyro: Year of the Dragon;2000;Sony Computer Entertainment;Platform;0,25;0,75;PS;PlayStation;Sony;1994;102,49;Home;1,93;1,58;0;0,19
Star Wars: Battlefront;2004;LucasArts;Shooter;0,055;0,945;PS2;PlayStation 2;Sony;2000;155;Home;1,93;1,22;0,03;0,44
Animal Crossing;2001;Nintendo;Simulation;0,69;0,31;GC;GameCube;Nintendo;2001;21,74;Home;1,92;0,16;0,99;0,09
ATV Offroad Fury 2;2002;THQ;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;1,92;0,2;0;0,06
Final Fantasy X-2;2003;Electronic Arts;Role-Playing;0,26;0,74;PS2;PlayStation 2;Sony;2000;155;Home;1,92;1,08;2,11;0,17
World Class Track Meet;1986;Namco Bandai Games;Sports;0,02;0,98;NES;Nintendo Entertainment System;Nintendo;1983;61,91;Home;1,92;0,45;0,64;0,07
Assassin's Creed;2007;Ubisoft;Adventure;0,36;0,64;PS3;PlayStation 3;Sony;2006;87,4;Home;1,91;2;0,09;0,83
Kung Fu Panda;2008;Activision;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;1,91;0,84;0;0,29
Assassin's Creed IV: Black Flag;2013;Ubisoft;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;1,9;1,14;0,01;0,29
James Bond 007: Agent Under Fire;2001;Electronic Arts;Shooter;0,055;0,945;PS2;PlayStation 2;Sony;2000;155;Home;1,9;1,13;0,1;0,41
The Legend of Zelda: Majora's Mask;2000;Nintendo;Action;0,18;0,82;N64;Nintendo 64;Nintendo;1996;32,93;Home;1,9;0,67;0,73;0,06
The Legend of Zelda: Phantom Hourglass;2007;Nintendo;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;1,9;1,83;0,95;0,49
Borderlands 2;2012;Take-Two Interactive;Shooter;0,055;0,945;X360;Xbox 360;Microsoft;2005;84;Home;1,89;0,91;0,04;0,24
Halo: The Master Chief Collection;2014;Microsoft Game Studios;Shooter;0,055;0,945;XOne;Xbox One;Microsoft;2013;46,9;Home;1,89;0,99;0,03;0,24
Mario & Sonic at the Olympic Winter Games;2009;Sega;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;1,89;1,99;0,22;0,48
True Crime: Streets of LA;2003;Activision;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;1,89;1,05;0,02;0,31
Club Penguin: Elite Penguin Force;2008;Disney Interactive Studios;Adventure;0,36;0,64;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;1,88;0,98;0;0,3
Final Fantasy XII;2006;Square Enix;Role-Playing;0,26;0,74;PS2;PlayStation 2;Sony;2000;155;Home;1,88;0;2,33;1,74
Resident Evil 2;1998;Virgin Interactive;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;1,88;1,47;2,02;0,45
Animal Crossing: City Folk;2008;Nintendo;Simulation;0,69;0,31;Wii;Wii;Nintendo;2006;101,63;Home;1,87;1,12;1,32;0,37
Assassin's Creed: Brotherhood;2010;Ubisoft;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;1,87;0,57;0,11;0,3
Banjo-Kazooie;1998;Nintendo;Platform;0,25;0,75;N64;Nintendo 64;Nintendo;1996;32,93;Home;1,87;1,13;0,55;0,1
Call of Duty: Ghosts;2013;Activision;Shooter;0,055;0,945;XOne;Xbox One;Microsoft;2013;46,9;Home;1,87;0,77;0;0,22
Streets of Rage;1990;Sega;Action;0,18;0,82;GEN;Sega Genesis;Sega;1988;35;Home;1,86;0,55;0,11;0,08
LEGO Star Wars II: The Original Trilogy;2006;LucasArts;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;1,85;0,64;0,01;0,19
